polygon	longitude	latitude
55	120.6947	24.5385
55	121.495	25.2955
55	121.9512	24.9976
55	121.7778	24.3943
55	121.1756	22.7909
56	-77.82	26.58
56	-78.91	26.42
56	-78.98	26.79
56	-78.51	26.87
56	-77.85	26.84
56	-77.82	26.58
57	-77	26.59
57	-77.1726	25.8792
57	-77.3564	26.0073
57	-77.34	26.53
57	-77.788	26.9252
57	-77.79	27.04
57	-77	26.59
58	134.6384	34.1492
58	134.7664	33.8063
58	134.2034	33.2012
58	133.7929	33.522
58	133.2803	33.2896
58	133.0149	32.7046
58	132.3631	32.9894
58	132.3712	33.4636
58	132.9244	34.0603
58	133.493	33.9446
58	133.9041	34.3649
58	134.6384	34.1492
59	34.5765	35.6716
59	33.9008	35.2458
59	33.9736	35.0585
59	34.0049	34.9781
59	32.9798	34.5719
59	32.4903	34.7017
59	32.2567	35.1032
59	32.7318	35.14
59	32.8025	35.1455
59	32.947	35.3867
59	33.6672	35.3732
59	34.5765	35.6716
60	23.7	35.705
60	24.2467	35.368
60	25.025	35.425
60	25.7692	35.354
60	25.745	35.18
60	26.29	35.3
60	26.165	35.005
60	24.725	34.92
60	24.735	35.085
60	23.515	35.28
60	23.7	35.705
61	15.5204	38.2312
61	15.1602	37.444
61	15.3099	37.1342
61	15.1	36.62
61	14.3352	36.9966
61	13.8267	37.1045
61	12.431	37.6129
61	12.5709	38.1264
61	13.7412	38.035
61	14.7612	38.1439
61	15.5204	38.2312
62	9.21	41.21
62	9.81	40.5
62	9.6695	39.1774
62	9.2148	39.2405
62	8.8069	38.9066
62	8.4283	39.1718
62	8.3883	40.3783
62	8.16	40.95
62	8.71	40.9
62	9.21	41.21
63	140.9764	37.1421
63	140.5998	36.344
63	140.7741	35.8429
63	140.2533	35.1381
63	138.9755	34.6676
63	137.2176	34.6063
63	135.793	33.4648
63	135.121	33.8491
63	135.0794	34.5965
63	133.3403	34.3759
63	132.1568	33.9049
63	130.9861	33.8858
63	132.0	33.15
63	131.3328	31.4504
63	130.6863	31.0296
63	130.2024	31.4182
63	130.4477	32.3195
63	129.8147	32.6103
63	129.4085	33.2961
63	130.3539	33.6042
63	130.8785	34.2327
63	131.8842	34.7497
63	132.6177	35.4334
63	134.6083	35.7316
63	135.6775	35.5271
63	136.7238	37.305
63	137.3906	36.8274
63	138.8576	37.8275
63	139.4264	38.216
63	140.0548	39.4388
63	139.8834	40.5633
63	140.3058	41.195
63	141.369	41.3786
63	141.9143	39.9916
63	141.8846	39.1809
63	140.9595	38.174
63	140.9764	37.1421
64	9.56	42.1525
64	9.2298	41.38
64	8.7757	41.5836
64	8.5442	42.2565
64	8.746	42.6281
64	9.39	43.01
64	9.56	42.1525
65	143.9102	44.1741
65	144.6134	43.9609
65	145.3208	44.3847
65	145.5431	43.2621
65	144.0597	42.9884
65	143.1839	41.9952
65	141.6115	42.6788
65	141.0673	41.5846
65	139.9551	41.5696
65	139.8175	42.5638
65	140.3121	43.3333
65	141.3805	43.3888
65	141.672	44.7721
65	141.9676	45.5515
65	143.1429	44.5104
65	143.9102	44.1741
66	-63.6645	46.55
66	-62.9393	46.4159
66	-62.0121	46.4431
66	-62.5039	46.0334
66	-62.8743	45.9682
66	-64.1428	46.3927
66	-64.3926	46.7275
66	-64.0149	47.036
66	-63.6645	46.55
67	-61.8063	49.1051
67	-62.2932	49.0872
67	-63.5893	49.4007
67	-64.5191	49.873
67	-64.1732	49.9572
67	-62.8583	49.7064
67	-61.8356	49.2886
67	-61.8063	49.1051
68	-123.51	48.51
68	-124.0129	48.3708
68	-125.655	48.825
68	-125.955	49.18
68	-126.85	49.53
68	-127.03	49.815
68	-128.0593	49.995
68	-128.4446	50.5391
68	-128.3584	50.7706
68	-127.3086	50.5526
68	-126.695	50.4009
68	-125.755	50.295
68	-125.415	49.95
68	-124.9208	49.4753
68	-123.9225	49.0625
68	-123.51	48.51
69	-56.134	50.687
69	-56.7959	49.8123
69	-56.1431	50.1501
69	-55.4715	49.9358
69	-55.8224	49.5871
69	-54.9351	49.313
69	-54.4738	49.5567
69	-53.4765	49.2491
69	-53.786	48.5168
69	-53.0861	48.6878
69	-52.9586	48.1572
69	-52.6481	47.5355
69	-53.0692	46.6555
69	-53.5215	46.6183
69	-54.1789	46.8071
69	-53.9619	47.6252
69	-54.2405	47.7523
69	-55.4008	46.885
69	-55.9975	46.9197
69	-55.2912	47.3896
69	-56.2508	47.6325
69	-57.3252	47.5728
69	-59.266	47.6033
69	-59.4195	47.8995
69	-58.7966	48.2515
69	-59.2316	48.5232
69	-58.3918	49.1256
69	-57.3587	50.7183
69	-56.7386	51.2874
69	-55.871	51.6321
69	-55.407	51.5883
69	-55.6002	51.3171
69	-56.134	50.687
70	-132.71	54.04
70	-132.71	54.04
70	-132.71	54.04
70	-132.71	54.04
70	-131.75	54.12
70	-132.0495	52.9846
70	-131.179	52.1804
70	-131.5778	52.1824
70	-132.1804	52.6397
70	-132.55	53.1
70	-133.0546	53.4115
70	-133.2397	53.8511
70	-133.18	54.17
70	-132.71	54.04
71	143.648	50.7476
71	144.6541	48.9764
71	143.1739	49.3066
71	142.5587	47.8616
71	143.5335	46.8367
71	143.5053	46.1379
71	142.7477	46.7408
71	142.092	45.9668
71	141.9069	46.8059
71	142.0184	47.7801
71	141.9044	48.8592
71	142.1358	49.6152
71	142.18	50.9523
71	141.5941	51.9354
71	141.6825	53.302
71	142.6069	53.7621
71	142.2097	54.2255
71	142.6548	54.3659
71	142.9146	53.7046
71	143.2608	52.7408
71	143.2353	51.7567
71	143.648	50.7476
72	-6.7889	52.2601
72	-8.5616	51.6693
72	-9.9771	51.8205
72	-9.1663	52.8646
72	-9.6885	53.8814
72	-8.328	54.6645
72	-7.5722	55.1316
72	-6.7338	55.1729
72	-5.6619	54.5546
72	-6.1979	53.8676
72	-6.033	53.1532
72	-6.7889	52.2601
73	12.69	55.61
73	12.09	54.8
73	11.0435	55.3649
73	10.9039	55.78
73	12.3709	56.1114
73	12.69	55.61
74	-153.0063	57.1158
74	-154.0051	56.7347
74	-154.5164	56.9927
74	-154.671	57.4612
74	-153.7628	57.8166
74	-153.2287	57.969
74	-152.5648	57.9014
74	-152.1411	57.5911
74	-153.0063	57.1158
75	-3.005	58.635
75	-4.0738	57.553
75	-3.055	57.69
75	-1.9593	57.6848
75	-2.22	56.87
75	-3.119	55.9738
75	-2.085	55.91
75	-1.115	54.625
75	-0.4305	54.4644
75	0.185	53.325
75	0.47	52.93
75	1.6815	52.7395
75	1.56	52.1
75	1.0506	51.8068
75	1.4499	51.2894
75	0.5503	50.7657
75	-0.7875	50.775
75	-2.49	50.5
75	-2.9563	50.6969
75	-3.6174	50.2284
75	-4.5425	50.3418
75	-5.245	49.96
75	-5.7766	50.1597
75	-4.31	51.21
75	-3.4149	51.426
75	-4.9844	51.5935
75	-5.2673	51.9914
75	-4.2223	52.3014
75	-4.77	52.84
75	-4.58	53.495
75	-3.0921	53.4044
75	-2.945	53.985
75	-3.63	54.615
75	-4.8442	54.791
75	-5.0825	55.0616
75	-4.7191	55.5085
75	-5.048	55.784
75	-5.5864	55.3111
75	-5.645	56.275
75	-6.15	56.785
75	-5.7868	57.8188
75	-5.01	58.63
75	-4.2115	58.5508
75	-3.005	58.635
76	-165.5792	59.91
76	-166.1928	59.7544
76	-166.8483	59.9414
76	-167.4553	60.2131
76	-166.4678	60.3842
76	-165.6744	60.2936
76	-165.5792	59.91
77	-79.2658	62.1587
77	-79.6575	61.6331
77	-80.0996	61.7181
77	-80.3621	62.0165
77	-80.3154	62.0856
77	-79.9294	62.3856
77	-79.52	62.3637
77	-79.2658	62.1587
78	-81.8983	62.7108
78	-83.0686	62.1592
78	-83.7746	62.1823
78	-83.9937	62.4528
78	-83.2505	62.9141
78	-81.877	62.9046
78	-81.8983	62.7108
79	-171.7317	63.7825
79	-171.1144	63.5922
79	-170.4911	63.695
79	-169.6825	63.4311
79	-168.6894	63.2975
79	-168.7719	63.1886
79	-169.5294	62.9769
79	-170.2906	63.1944
79	-170.6714	63.3758
79	-171.5531	63.3178
79	-171.7911	63.4058
79	-171.7317	63.7825
80	-85.1613	65.6573
80	-84.9758	65.2175
80	-84.464	65.3718
80	-83.8826	65.1096
80	-82.7876	64.7667
80	-81.642	64.4551
80	-81.5534	63.9796
80	-80.8174	64.0575
80	-80.1035	63.726
80	-80.991	63.4112
80	-82.5472	63.6517
80	-83.1088	64.1019
80	-84.1004	63.5697
80	-85.5234	63.0524
80	-85.8668	63.6373
80	-87.222	63.5412
80	-86.3528	64.0358
80	-86.2249	64.8229
80	-85.8838	65.7388
80	-85.1613	65.6573
81	-14.5087	66.4559
81	-14.7396	65.8087
81	-13.6097	65.1267
81	-14.9098	64.3641
81	-17.7944	63.6787
81	-18.6562	63.4964
81	-19.9728	63.6436
81	-22.763	63.9602
81	-21.7785	64.4021
81	-23.955	64.8911
81	-22.1844	65.085
81	-22.2274	65.3786
81	-24.3262	65.6112
81	-23.6505	66.2625
81	-22.1349	66.4105
81	-20.5763	65.7321
81	-19.0568	66.2766
81	-17.7986	65.9939
81	-16.1678	66.5268
81	-14.5087	66.4559
82	-75.8659	67.1489
82	-76.9869	67.0987
82	-77.2364	67.5881
82	-76.8117	68.1486
82	-75.8952	68.2872
82	-75.1145	68.0104
82	-75.1033	67.582
82	-75.216	67.4442
82	-75.8659	67.1489
83	-175.0143	66.5844
83	-174.3398	66.3356
83	-174.5718	67.0622
83	-171.8573	66.9131
83	-169.8996	65.9772
83	-170.8911	65.5414
83	-172.5302	65.4379
83	-172.555	64.4608
83	-172.9553	64.2527
83	-173.8918	64.2826
83	-174.6539	64.6312
83	-175.9835	64.9229
83	-176.2072	65.3567
83	-177.2227	65.5202
83	-178.3599	65.3905
83	-178.9033	65.7404
83	-178.6861	66.1121
83	-179.8838	65.8746
83	-179.4327	65.4041
83	-180	64.9797
83	-180	68.9636
83	-177.55	68.2
83	-174.9282	67.2059
83	-175.0143	66.5844
84	-95.6477	69.1077
84	-96.2695	68.757
84	-97.6174	69.06
84	-98.4318	68.9507
84	-99.7974	69.4
84	-98.9174	69.71
84	-98.2183	70.1435
84	-97.1574	69.86
84	-96.5574	69.68
84	-96.2574	69.49
84	-95.6477	69.1077
85	180	70.8322
85	178.9034	70.7811
85	178.7253	71.0988
85	180	71.5157
85	180	70.8322
86	-178.6938	70.893
86	-180	70.8322
86	-180	71.5157
86	-179.8719	71.5576
86	-179.0243	71.5555
86	-177.5779	71.2695
86	-177.6636	71.1328
86	-178.6938	70.893
87	-90.5471	69.4977
87	-90.5515	68.4751
87	-89.2151	69.2587
87	-88.0196	68.6151
87	-88.3175	67.8735
87	-87.3501	67.1987
87	-86.3061	67.9215
87	-85.5766	68.7845
87	-85.5219	69.8821
87	-84.1008	69.8055
87	-82.6225	69.6583
87	-81.2804	69.1621
87	-81.2202	68.6657
87	-81.9643	68.1325
87	-81.2593	67.5973
87	-81.3865	67.1109
87	-83.3445	66.4117
87	-84.7354	66.2573
87	-85.7694	66.5583
87	-86.0676	66.0563
87	-87.0314	65.2131
87	-87.3232	64.7757
87	-88.4829	64.0991
87	-89.9144	64.0327
87	-90.704	63.6103
87	-90.77	62.9603
87	-91.9334	62.8351
87	-93.157	62.0247
87	-94.2415	60.8987
87	-94.6293	60.1103
87	-94.6845	58.9489
87	-93.215	58.7821
87	-92.7646	57.8457
87	-92.297	57.0871
87	-90.8977	57.2847
87	-89.0395	56.8517
87	-88.0398	56.4717
87	-87.3242	55.9991
87	-86.0712	55.7239
87	-85.0118	55.3027
87	-83.3605	55.2449
87	-82.2728	55.1483
87	-82.4362	54.2823
87	-82.125	53.2771
87	-81.4007	52.1579
87	-79.9129	51.2085
87	-79.143	51.5339
87	-78.6019	52.5621
87	-79.1242	54.1415
87	-79.8296	54.6677
87	-78.2287	55.1365
87	-77.0956	55.8375
87	-76.5414	56.5343
87	-76.6231	57.2027
87	-77.3022	58.0521
87	-78.5169	58.8047
87	-77.3367	59.8527
87	-77.7727	60.7579
87	-78.1068	62.3197
87	-77.4106	62.5505
87	-75.6962	62.2785
87	-74.6682	62.1811
87	-73.8399	62.4439
87	-72.9085	62.1051
87	-71.677	61.5253
87	-71.3737	61.1371
87	-69.5904	61.0615
87	-69.6203	60.2213
87	-69.2879	58.9573
87	-68.3745	58.8011
87	-67.6498	58.2121
87	-66.2018	58.7673
87	-65.2452	59.8707
87	-64.5835	60.3357
87	-63.8047	59.4427
87	-62.5024	58.1671
87	-61.3965	56.9675
87	-61.7986	56.3395
87	-60.4685	55.7755
87	-59.5696	55.2041
87	-57.9751	54.9455
87	-57.3332	54.6265
87	-56.9369	53.7803
87	-56.1581	53.6475
87	-55.7563	53.2705
87	-55.6833	52.1467
87	-56.4092	51.7707
87	-57.1269	51.4197
87	-58.7748	51.0643
87	-60.0331	50.2429
87	-61.7236	50.0805
87	-63.8625	50.2911
87	-65.3633	50.2983
87	-66.399	50.2289
87	-67.2363	49.5115
87	-68.5111	49.0685
87	-69.9536	47.7449
87	-71.1045	46.8217
87	-70.2552	46.9861
87	-68.65	48.3001
87	-66.5524	49.1331
87	-65.0562	49.2329
87	-64.171	48.7425
87	-65.1155	48.0709
87	-64.7985	46.9931
87	-64.4721	46.2385
87	-63.1733	45.7391
87	-61.5207	45.8839
87	-60.5181	47.0079
87	-60.4486	46.2827
87	-59.8028	45.9205
87	-61.0398	45.2653
87	-63.2547	44.6703
87	-64.2466	44.2655
87	-65.3641	43.5453
87	-66.1234	43.6187
87	-66.1617	44.4651
87	-64.4255	45.2921
87	-66.026	45.2593
